service,total_logs,error_count,fatal_count,warn_count,error_rate,avg_severity,logs_per_second
api_gateway,12,2,0,1,0.07504890533185311,0.033933826895817004,0.7056648496837007
auth,15,0,0,0,0.02914806725790985,0.0036294065095356597,0.1026732121214394
auth,21,0,0,1,0.05373564047728871,0.16819287754379583,0.3281996088242367
auth,11,1,0,3,0.03125222713243064,0.1611222647709978,0.03416969509007737
auth,20,0,0,1,0.05407682328273364,0.1536235361813037,0.22432624569912274
auth,17,0,0,3,0.022123534791790214,0.04584845331776769,0.18212795604346346
auth,22,1,0,2,0.0015945686453310848,0.20969442078322634,0.05569569564012834
auth,10,1,0,1,0.054424971449563854,0.15185102569656075,0.20628492242871657
api_gateway,14,1,0,3,0.017493145150646913,0.21665281432139258,0.3700356203343186
api_gateway,21,0,0,2,0.014964777645024397,0.05188954219562217,0.3451292204343541
payments,10,3,0,1,0.12758702959598991,0.03510916564937623,0.4438702022622056
payments,6,3,1,3,0.07047064821730223,0.18134824224166293,0.5272380028716783
api_gateway,18,0,0,0,0.0099242897873056,0.026810618400129688,0.1869865492042988
api_gateway,16,1,0,0,0.03079088338695037,0.0745047690819956,0.1747847183308004
payments,20,1,0,4,0.038199564883494276,0.15052472678199905,0.5535122846700823
payments,8,1,0,1,0.10612842284670641,0.09285356512006247,0.2678133904662904
database,13,0,0,3,0.05933579011037425,0.12924408803443954,0.24173455548462386
payments,33,1,0,5,0.10171837523049697,0.2208072689182605,0.2341713230494396
database,8,0,0,6,0.02548835450771942,0.2918259159545247,0.2970414803810492
database,7,0,0,4,0.06710540577654701,0.17984741023207573,0.3950189620510829
api_gateway,49,1,0,2,0.05472533617719798,0.11767614554497532,0.16415540582178834
database,7,1,0,4,0.06488638349885388,0.1263435351618507,0.2665630097316463
database,22,0,0,1,0.07933276365983699,0.09988248115038882,0.4729429883006627
payments,30,0,0,2,0.12444657080293925,0.18809963413150174,0.3515120750356833
payments,19,1,0,3,0.03878358954603688,0.050813430389292695,0.48370351310454107
api_gateway,39,0,0,2,0.050873128843392394,0.11405281327234179,0.37692930006147374
payments,26,0,0,2,0.138333497723229,0.28835728762083906,0.5946054840884194
api_gateway,16,1,0,2,0.014573164334444569,0.20717435472334897,0.5656334278278433
api_gateway,9,1,0,0,0.044118283241088914,0.07763686432315137,0.7552126844121355
database,22,0,0,2,0.01342576752983394,0.013690452581389767,0.04735868763874089
auth,24,1,0,0,0.07026394640066841,0.16916763384877984,0.1368662786114988
database,27,0,0,6,0.004800865508487018,0.34784682199938455,0.3671183839115943
database,19,0,0,5,0.05184883271010332,0.05560893465138247,0.4398588965803263
database,28,1,0,6,0.05022514373500358,0.15555450196194856,0.4776376604642198
payments,37,3,0,2,0.11113248100829783,0.24230379574358885,0.4952102652884889
api_gateway,11,2,0,2,0.05144639923969283,0.12769802083055767,0.7564645887903099
database,22,0,0,4,0.055543542251435686,0.2950623076234715,0.0999048553249267
database,4,1,0,4,0.07833880740289387,0.20107853483370175,0.23755428022045352
auth,20,0,0,3,0.05273935140878472,0.009820302181265594,0.11670276302742294
payments,31,2,0,4,0.08524787266168883,0.34359455641284675,0.056759863635618996
api_gateway,30,0,0,1,0.0032692673166839106,0.1963110131164048,0.5929867935400702
payments,13,1,0,3,0.019661979255705463,0.2955112115674391,0.5093850512559013
payments,6,1,0,2,0.03788790100270863,0.01337519422443907,0.569777804367032
auth,15,1,0,0,0.015509360627100233,0.11950838588002201,0.10839061970095189
payments,34,0,0,1,0.08552808236997067,0.1727374769248119,0.1759429519151714
payments,26,2,0,1,0.053226858514598734,0.029898361454526203,0.36371235476692465
auth,16,0,0,2,0.09576564743886976,0.14847969730177085,0.23650012325011388
auth,19,1,0,3,0.02110558892668506,0.12520244197989772,0.3918034223113811
database,16,1,0,2,0.017576837017204135,0.16304352362173608,0.26663996749043684
payments,32,0,0,2,0.1039754040380769,0.16393906924734003,0.4663471177193105
auth,20,1,0,3,0.049242268939859474,0.14835073643877664,0.21444138400273327
api_gateway,11,1,0,3,0.0788802930647262,0.13946325504736115,0.37360809631889935
database,16,0,0,6,0.02478657796312863,0.2245755739819271,0.13855401051335375
payments,7,2,1,2,0.06858456294293165,0.22630062568983297,0.16917765403796597
database,15,1,0,1,0.007247552459805329,0.1681795451671075,0.3519165746878284
payments,34,1,0,2,0.02322640224303411,0.012198619141101786,0.33010894487395936
database,6,1,0,0,0.044589724617441776,0.24978526545332047,0.38466488341083666
auth,18,1,0,0,0.08982726644925536,0.24063493414887002,0.26030719356142773
database,5,1,0,2,0.003194100088892045,0.2313973014214224,0.06323776919752748
api_gateway,36,1,0,1,0.011488785968452984,0.2462315724727266,0.5143708944716859
api_gateway,49,2,0,0,0.03131753537110269,0.1607735060167646,0.36168080804248515
payments,34,2,0,1,0.09008021523096223,0.20597100354426884,0.483719970809659
auth,21,1,0,0,0.015554009150048731,0.15190987606853673,0.046600961333161925
auth,22,1,0,2,0.041008968326115294,0.2949841807725522,0.10850602839029591
api_gateway,19,1,0,2,0.010478303714913659,0.16232328251197153,0.6214016725002404
auth,13,0,0,1,0.014341861223627496,0.20757942590192763,0.3755426193824686
payments,18,3,0,1,0.08161890029446513,0.00977075317625329,0.3115395868944063
payments,20,2,0,3,0.052093271145854665,0.13198995811611058,0.3381962421055669
database,18,1,0,0,0.040198389811504434,0.09056651542174497,0.09287802233788642
auth,5,0,0,3,0.07253912461589444,0.17152119334809665,0.07275823469513432
payments,17,2,0,1,0.019756430280953263,0.02402926734199298,0.05768994213425061
payments,30,0,0,1,0.11531462710817406,0.14942651441563223,0.10512753299695735
payments,36,1,0,2,0.04881274210239117,0.3506392475340075,0.314789440276683
payments,34,2,0,0,0.09338240943196706,0.0352506278002231,0.05452993287557807
database,22,1,0,3,0.059686501346506105,0.18690311840917642,0.2045403621886577
api_gateway,18,2,0,1,0.05645327414463325,0.12509050984376335,0.1784699630442898
api_gateway,18,0,0,0,0.0594787340850655,0.22720958618247633,0.26035465143670755
payments,10,0,0,0,0.050121453357579324,0.14405684565557522,0.5216732216693208
api_gateway,14,1,0,3,0.05843995282222968,0.2101803214988527,0.5778216533442273
api_gateway,12,1,0,1,0.04126499453642107,0.19458408729493618,0.3516266424984983
payments,25,0,0,5,0.08559968684711836,0.3576218420815547,0.22767397154023128
database,16,0,0,6,0.07908881939095704,0.1599595742571505,0.25427060099453047
payments,20,2,0,2,0.08810548028633654,0.1828095808770502,0.4653016820139805
api_gateway,28,1,0,1,0.0664101450535188,0.04371350192135384,0.11667272259384802
auth,20,1,0,0,0.05835295488659133,0.1511691594877748,0.33580476405137294
payments,29,1,0,2,0.005451112247436368,0.042436819979180834,0.24155103844975528
database,17,1,0,0,0.037062995925314784,0.24412081980928507,0.4935119396240077
database,13,0,0,3,0.005674485469680741,0.1621888263121,0.2500662283219362
auth,9,1,0,2,0.09207379356930562,0.1894497320020493,0.3358727200903332
payments,5,2,0,2,0.0024186969558322334,0.23419437532601425,0.21381604159801199
database,9,1,0,2,0.033127674619410706,0.13818971307946928,0.475835358373586
payments,27,0,0,1,0.08417253186527615,0.15037535016131734,0.42874610944529873
api_gateway,30,0,0,2,0.0750298386973551,0.23066972090879462,0.24137891789269508
database,29,1,0,1,0.0482309911203738,0.2485552234435308,0.3651887337090688
payments,29,2,0,1,0.13869879143733702,0.28196445309253443,0.2894898708961195
api_gateway,38,1,0,0,0.04505032523079432,0.06698095725720993,0.3114228456370428
payments,6,1,0,2,0.09116441531151367,0.15207799919007103,0.28303123359980326
payments,31,3,0,0,0.09476622654791331,0.10326326706339134,0.5737657615306087
auth,22,0,0,3,0.0371119691218732,0.2125118988068179,0.35553339138101736
auth,3,0,0,1,0.051258396693423317,0.15653543001446582,0.0634799279843345
api_gateway,33,0,0,1,0.06275018801030796,0.03256481901326874,0.6134429706237352
database,11,1,0,2,0.05632664287205038,0.09673774043095068,0.44084574405603494
payments,17,1,0,4,0.08241177480914468,0.23557440902501914,0.09874813611226942
auth,15,1,0,3,0.07925911401965442,0.1831426534061036,0.2920624254931773
api_gateway,9,1,0,1,0.06422258640340556,0.22705498182327113,0.7512641799294064
auth,7,0,0,3,0.029908021165541133,0.05509846163456572,0.13031135191610896
payments,14,1,0,5,0.03497813316324245,0.3232628196096851,0.5748902733928154
api_gateway,16,1,0,0,0.04065925669499202,0.09750741039194313,0.44249891845380884
auth,20,0,0,0,0.030886520101215776,0.11084361709011997,0.0939194957765674
payments,32,0,0,3,0.02965354546717313,0.01613009588838028,0.394654025821467
api_gateway,43,1,0,0,0.04000607203970228,0.15795743287937947,0.6664415068823344
api_gateway,49,1,0,2,0.03490963412114679,0.0712739057683214,0.17787461800187718
auth,17,1,0,3,0.026459103476872914,0.005619087618125962,0.3993531623689147
auth,8,1,0,2,0.07075384896146737,0.23897887242237245,0.28422273467837056
auth,6,0,0,1,0.07441861072315932,0.21258105730220062,0.1175581127163035
payments,17,2,0,4,0.07649776189702456,0.03986556883071035,0.09394152828524846
api_gateway,44,1,0,2,0.06913810873906549,0.010934424859480929,0.55385778113021
auth,24,1,0,3,0.0035469585341666556,0.13467801278066832,0.292469834214659
api_gateway,36,0,0,2,0.004547568183403535,0.18550012645502745,0.5542865090387301
auth,14,1,0,0,0.003913225448385938,0.22647805099130838,0.1295868471593032
payments,39,0,0,0,0.09663195239844267,0.28109531971583473,0.47519957788941153
api_gateway,19,2,0,3,0.024737367400293787,0.12926305431323992,0.20500919444420496
api_gateway,19,1,0,2,0.01729193914553436,0.02819957313695204,0.5661140014482285
database,29,0,0,1,0.0657809842090969,0.0037759736918722806,0.4300685362838334
auth,5,0,0,3,0.029868398381413433,0.23545117493479056,0.2834012858099335
auth,10,1,0,3,0.08514263944150062,0.05361603876176926,0.04680175775097037
database,21,1,0,3,0.05916887099206144,0.31604287716972207,0.12046943886536304
auth,13,1,0,3,0.031708878727412564,0.20314348119874895,0.33274807043101406
auth,21,1,0,1,0.06998286910824209,0.2912394447818016,0.31980775355221713
payments,15,2,0,1,0.11234985261074353,0.29612521233758055,0.5228508309262279
api_gateway,13,2,0,3,0.0631321642938914,0.145432561774566,0.3588842509578891
auth,5,0,0,2,0.004550423779029611,0.24809306316628416,0.34037508617781964
auth,7,1,0,2,0.02450969175286362,0.1792196673561459,0.2501933384051034
payments,8,3,0,3,0.11252412494319014,0.38369417412952883,0.4055209551661898
api_gateway,32,2,0,2,0.02116311503106175,0.07185168285468446,0.5092305728263601
payments,31,0,0,2,0.10489693817329555,0.14742498761108555,0.4689928902252238
api_gateway,18,2,0,1,0.010161885815770964,0.017040014911722662,0.4692263995376441
payments,27,0,0,4,0.015593906386858435,0.1988615263531487,0.385227817347187
database,17,0,0,3,0.03390988048725574,0.1317961160468462,0.32195586304306467
api_gateway,15,1,0,2,0.019174953283671553,0.06742719518948437,0.2265740072738457
payments,34,1,0,0,0.06472621797714635,0.31092085925756735,0.13891978455454135
payments,27,0,1,3,0.1462630754561522,0.3167844057866863,0.373158974682389
api_gateway,39,2,0,1,0.0015367201310848167,0.2061664751294035,0.6841267635458453
auth,17,0,0,1,0.08523501166838342,0.037445300712552795,0.2691933525596733
payments,32,1,0,0,0.028185538319762476,0.3255316526371373,0.2432929204088759
api_gateway,9,2,0,0,0.01889628216245379,0.02122975897591281,0.5181712440147955
database,20,1,0,0,0.02492875322393103,0.03599309523927423,0.3165386271591396
database,12,1,0,4,0.06222639833121631,0.011266552447488892,0.21178252022023497
auth,10,1,0,1,0.03416160624673348,0.28410941907702825,0.07621444496995508
api_gateway,10,1,0,1,0.03606400257774084,0.08434836733796586,0.5765767823358013
payments,29,2,0,2,0.12091451219411212,0.26889365992024206,0.2200978833357043
payments,5,0,0,1,0.09935577898691302,0.3731116498750938,0.1128602072102711
payments,10,1,0,3,0.1233971890790834,0.2693565916119341,0.11110346486529477
payments,30,1,0,1,0.10868368637382274,0.011334980153353859,0.07501759780975104
auth,17,0,0,0,0.05053353209771434,0.26608017891276103,0.17260694589205838
auth,24,1,0,2,0.043648734930770705,0.08543759672001426,0.24402566966549766
auth,14,1,0,3,0.0930480819579867,0.05292800898072042,0.1308432761728088
api_gateway,9,1,0,1,0.07006583001032234,0.15719857580610835,0.30983969336462747
payments,18,3,0,1,0.04015026557914463,0.21447691171288166,0.16795202612828886
api_gateway,21,0,0,1,0.019043654148825216,0.2425765484114119,0.7347603003519628
payments,36,2,0,5,0.092314337254939,0.2571333563262952,0.18848364934078637
payments,8,3,0,0,0.1397235580378389,0.18811848907662992,0.25623050199099107
auth,14,1,0,3,0.09212864116801073,0.27947329590557296,0.19290329321109054
database,20,0,0,1,0.07427365687551411,0.3403160874618019,0.08035823742639442
auth,12,1,0,2,0.008985791800004684,0.07781441202251715,0.3253758594924383
api_gateway,23,0,0,1,0.024453254974412666,0.15005237953269268,0.3670330110323732
payments,37,3,0,2,0.13673653308945788,0.3910851251302,0.434261339044682
auth,8,0,0,1,0.08976140083423853,0.1540170220584543,0.19043943156572338
database,6,1,0,0,0.023700195988213563,0.1981742157187112,0.3291746997699523
auth,6,0,0,1,0.030277359235669245,0.006198555478029477,0.3769628638613062
payments,17,0,0,3,0.03978427837540119,0.3848743637967201,0.3277817901487247
payments,23,0,0,5,0.08431663239348443,0.15726817382570568,0.3965039244955877
payments,16,2,0,2,0.08714528799473886,0.16071746813334553,0.41965778685757055
payments,20,2,0,0,0.008273488590267818,0.35639814985770596,0.3225025560966194
api_gateway,13,1,0,1,0.042953913593538263,0.007757201572625577,0.4335165412721399
auth,4,0,0,2,0.0547111319738281,0.21963594012318904,0.12508395512036852
api_gateway,29,1,0,0,0.003740014825695113,0.008270960944885525,0.5928434904990245
auth,17,0,0,0,0.008319367685150725,0.10794960962776759,0.18138380609339377
api_gateway,40,2,0,1,0.02659612265553073,0.1814433251195595,0.4788110467427038
api_gateway,48,1,0,1,0.033468642677335056,0.013673918193793794,0.40197033238581803
api_gateway,43,1,0,0,0.01345005553993377,0.16671507999161553,0.5851272627950057
api_gateway,27,2,0,3,0.02343861293598759,0.11671209203826124,0.7534889752894415
api_gateway,33,2,0,3,0.0022877176323857283,0.009604473548946363,0.6377826244877829
payments,8,0,0,5,0.05284633263137674,0.15459748914556548,0.14056864437901778
api_gateway,12,1,0,2,0.05078793643246751,0.12184923639142767,0.1918044503890221
database,5,0,0,0,0.07228064842856469,0.10890305239463302,0.2744528614230324
database,19,1,0,5,0.06493082559717653,0.16582553372033654,0.41744981593058905
payments,39,3,0,3,0.031651003756128906,0.24133022625783937,0.05205980209120665
auth,12,0,0,0,0.08301169113081226,0.2615741966275909,0.2874565506839962
payments,38,2,0,4,0.13838586073587,0.2429066680405952,0.47552364056358787
database,25,0,0,3,0.02243238397003094,0.13385227974317865,0.13896166907838053
api_gateway,45,2,0,1,0.05346203735792254,0.14049714683471556,0.42213528954204305
api_gateway,22,2,0,1,0.057361049101688634,0.07792680499848995,0.11440171501145559
auth,16,0,0,0,0.06061243888829777,0.0911584391966166,0.28330053854304094
auth,21,1,0,3,0.03260234522779849,0.20657985620264857,0.3382637624290974
database,10,1,0,5,0.020181890351596836,0.16246855332573154,0.4497916381852241
api_gateway,35,2,0,3,0.07538357842069192,0.05109754097488553,0.5995197240814494
database,8,0,0,0,0.05066782801513298,0.2769153405320273,0.49724415290851226
payments,26,0,0,3,0.05855646690704308,0.23319939188732627,0.568047735061081
api_gateway,14,2,0,0,0.02112094143575818,0.16520897240650706,0.7989769368304079
api_gateway,23,1,0,2,0.021414480501665195,0.15006295516539203,0.1668676210395339
database,12,0,0,6,0.0766033364311312,0.06351269864101144,0.3681677093070228
database,6,1,0,0,0.04208348999127644,0.0039580403380351905,0.0979062899198801
database,8,0,0,0,0.05037005746113347,0.11979894943321279,0.41414996370400575
api_gateway,49,0,0,0,0.07415126772513973,0.09401323780196666,0.771011758574668
payments,16,2,0,3,0.1414793774540176,0.3241731654292682,0.3325089695017312
database,22,1,0,4,0.022675379156299975,0.33271977444444656,0.13746947162831832
auth,10,0,0,0,0.01922917232310798,0.06896087736067631,0.32806617218314216
database,18,1,0,2,0.03474268145761213,0.18509518097656577,0.31804282151727126
api_gateway,12,1,0,0,0.05226643033948314,0.00830567082137662,0.1776764572480362
api_gateway,25,2,0,0,0.01095467297132088,0.18200440627522776,0.5535682108287195
api_gateway,27,1,0,1,0.05716021973601775,0.2389089598550907,0.16835896469204015
database,12,1,0,6,0.06939114175839098,0.024610807451213912,0.2452606565478061
